danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre
0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,256733,4
0.813,0.56,10,-9.262,0,0.0409,0.262,0.00148,0.182,0.64,128.0,259867,0
0.541,0.432,5,-8.076,1,0.0299,0.504,0.000261,0.225,0.415,121.007,193333,2
0.665,0.59,1,-6.831,0,0.0257,0.358,0.628,0.564,0.577,110.069,308680,4
0.853,0.693,0,-4.337,1,0.0524,0.0855,7.16e-05,0.11,0.547,124.049,205986,0
0.628,0.877,10,-3.016,0,0.041,0.00189,0.0,0.228,0.199,142.034,228169,1
0.721,0.57,2,-11.466,1,0.0416,0.14,0.000201,0.0628,0.713,122.445,213973,2
0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,234507,0
0.7,0.723,7,-5.407,1,0.361,0.48,0.0,0.119,0.357,86.864,245870,1
0.674,0.932,8,-4.876,1,0.0718,0.0363,0.0,0.0576,0.826,144.039,180333,5
0.697,0.901,7,-7.154,1,0.259,0.169,0.0,0.356,0.535,103.145,290160,1
0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,185195,1
0.83,0.508,5,-6.07,1,0.0613,0.0291,0.0,0.24,0.797,95.051,195740,3
0.767,0.599,3,-4.774,0,0.0415,0.106,0.0,0.308,0.746,111.018,186932,3
0.684,0.872,7,-10.28,1,0.0404,0.000383,0.882,0.385,0.037,124.989,390436,5
0.473,0.526,2,-9.684,1,0.0317,0.00227,0.659,0.137,0.0757,136.889,473720,2
0.917,0.494,1,-5.772,1,0.085,0.0393,0.0,0.194,0.341,143.048,208976,5
0.617,0.389,9,-16.031,0,0.0422,0.947,0.881,0.113,0.519,136.796,215693,0
0.715,0.792,2,-6.4,0,0.0325,0.055,0.0236,0.269,0.357,128.024,185161,0
0.386,0.594,1,-6.186,1,0.0565,0.0254,3.03e-06,0.0873,0.187,113.843,271520,0
0.655,0.877,0,-3.23,0,0.0344,0.344,0.0,0.349,0.893,105.017,252347,3
0.542,0.745,1,-6.781,0,0.0655,0.00155,0.000161,0.151,0.76,167.788,309107,1
0.7,0.792,7,-6.031,1,0.19,0.36,0.0,0.352,0.67,90.003,278693,1
0.555,0.626,8,-5.356,0,0.0671,0.479,1.29e-06,0.125,0.463,121.273,155365,5
0.517,0.598,6,-3.751,0,0.263,0.388,2.22e-06,0.183,0.922,96.933,221627,4
0.772,0.358,6,-15.392,0,0.17,0.0133,0.0,0.145,0.489,112.014,199000,4
0.509,0.729,1,-4.773,1,0.0343,0.0732,2.73e-05,0.233,0.196,127.871,221274,5
0.768,0.735,1,-2.511,0,0.0669,0.202,0.0,0.0557,0.303,129.99,299587,3
0.78,0.327,10,-8.763,1,0.136,0.915,0.689,0.112,0.388,82.027,79024,1
0.633,0.649,1,-8.272,0,0.0311,0.464,0.0363,0.17,0.457,118.629,270760,2
0.728,0.815,11,-2.878,0,0.046,0.00223,0.000317,0.101,0.681,124.019,218015,0
0.771,0.416,1,-4.553,1,0.0576,0.859,0.918,0.154,0.343,78.612,137866,4
0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,3
0.775,0.696,1,-5.184,0,0.0681,0.0559,0.00184,0.157,0.775,92.007,190570,5
0.653,0.966,0,-4.588,1,0.125,0.00355,0.692,0.151,0.504,128.987,281280,5
0.358,0.612,6,-12.667,1,0.0399,9.74e-06,0.21,0.135,0.234,118.647,218900,2
0.63,0.615,5,-6.958,1,0.0309,0.296,0.00331,0.0904,0.668,118.983,213800,3
0.472,0.946,2,-4.591,1,0.145,0.0372,0.0,0.352,0.486,177.489,201027,2
0.691,0.557,7,-5.448,0,0.0454,0.104,0.0,0.427,0.193,87.546,225096,4
0.323,0.338,10,-7.625,1,0.0327,0.617,9.48e-06,0.129,0.37,93.231,295333,2
0.666,0.711,9,-8.05,1,0.07,0.209,0.000656,0.105,0.573,140.041,171429,1
0.554,0.321,9,-8.251,1,0.028,0.893,0.0,0.0996,0.288,135.047,285240,3
0.46,0.941,11,-5.372,1,0.0855,0.000254,0.0675,0.331,0.279,159.969,217500,2
0.73,0.869,5,-7.307,1,0.0294,0.0605,0.0608,0.335,0.903,148.152,346600,2
0.817,0.943,7,-3.825,0,0.0859,0.653,0.882,0.294,0.153,124.932,180462,0
0.822,0.658,7,-7.878,1,0.0745,0.00563,0.0463,0.098,0.475,126.479,339640,3
0.804,0.607,7,-12.147,1,0.0754,0.000123,0.00406,0.159,0.523,130.061,226726,1
0.514,0.924,8,-5.417,1,0.052,0.000208,0.805,0.0684,0.0675,151.994,224211,5
0.554,0.938,0,-2.226,0,0.0719,0.364,0.0,0.129,0.439,136.051,225000,1
0.491,0.583,7,-10.964,1,0.0376,0.182,0.0,0.407,0.907,150.572,183307,2
0.699,0.655,2,-6.574,1,0.0285,0.097,0.0,0.0478,0.846,94.126,241400,4
0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4
0.741,0.867,6,-5.513,0,0.0487,0.00108,2.89e-06,0.283,0.553,130.028,220269,5
0.776,0.461,1,-9.774,1,0.115,0.01,5.28e-05,0.408,0.717,109.977,137555,0
0.731,0.355,8,-12.741,1,0.0603,0.00864,5.14e-05,0.0579,0.529,175.72,258467,4
0.556,0.535,0,-4.789,0,0.0372,0.467,0.0,0.332,0.687,144.635,160400,0
0.546,0.361,7,-18.397,1,0.0321,0.701,0.773,0.0875,0.709,154.814,181227,2
0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,0
0.744,0.798,7,-5.981,1,0.0364,0.175,0.00367,0.26,0.89,125.061,268507,2
0.31,0.53,1,-11.675,0,0.0272,0.0262,0.569,0.0539,0.238,101.027,310210,2
0.933,0.763,9,-9.582,0,0.0792,0.614,0.000758,0.109,0.798,130.031,148651,1
0.805,0.766,5,-4.549,1,0.109,0.13,0.0,0.336,0.562,115.94,185497,1
0.588,0.522,9,-6.254,0,0.0383,0.233,0.0,0.24,0.584,66.024,290600,4
0.877,0.503,3,-8.732,0,0.328,0.263,0.00231,0.178,0.579,90.066,173333,3
0.502,0.78,0,-4.547,1,0.244,0.333,0.0,0.72,0.607,122.688,183341,0
0.699,0.971,6,-3.225,0,0.133,0.00298,0.888,0.34,0.0677,132.088,172695,5
0.685,0.863,8,-5.803,1,0.129,0.00353,0.169,0.108,0.449,128.025,183750,5
0.854,0.974,11,-3.361,0,0.0734,0.0363,0.104,0.0758,0.467,128.0,318750,3
0.736,0.756,11,-7.099,1,0.047,0.00632,0.00577,0.106,0.712,117.016,231847,0
0.781,0.873,7,-7.043,1,0.0433,0.0711,0.00106,0.113,0.0948,118.964,177479,5
0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,184516,0
0.779,0.362,0,-10.847,1,0.0474,0.135,0.206,0.111,0.46,85.011,286387,2
0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4
0.509,0.733,1,-6.127,1,0.0569,0.064,2.2e-06,0.358,0.316,128.021,216267,5
0.764,0.809,10,-4.256,1,0.111,0.125,2.02e-06,0.0678,0.586,105.002,204707,5
0.721,0.859,11,-6.749,1,0.122,0.204,0.000113,0.467,0.334,118.002,222000,5
0.64,0.258,6,-8.189,1,0.152,0.843,0.0,0.146,0.641,124.083,199061,3
0.811,0.873,0,-6.71,1,0.0963,0.0474,0.876,0.111,0.911,122.988,366829,5
0.7,0.675,9,-10.956,1,0.241,0.578,0.0,0.0397,0.608,115.925,377573,2
0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.786,153.119,300107,2
0.765,0.29,4,-17.117,0,0.139,0.0279,1.02e-06,0.571,0.506,92.409,298773,4
0.763,0.355,2,-8.826,1,0.0518,0.162,0.00552,0.092,0.867,70.007,234925,4
0.723,0.844,0,-6.39,0,0.0402,0.646,0.0,0.0744,0.967,172.095,150047,5
0.473,0.667,7,-13.62,1,0.0837,0.000405,0.163,0.166,0.789,123.44,240840,3
0.826,0.776,10,-3.442,1,0.0566,0.0853,0.000318,0.0806,0.618,93.05,175326,1
0.463,0.652,9,-6.401,0,0.0523,0.318,0.0,0.079,0.195,96.219,144687,3
0.738,0.207,11,-13.185,0,0.273,0.537,0.934,0.112,0.661,80.051,84000,1
0.534,0.749,6,-5.562,0,0.0749,0.0776,1.47e-06,0.0906,0.671,179.975,212160,5
0.745,0.344,9,-11.841,0,0.0302,0.671,0.607,0.129,0.24,99.997,255215,0
0.719,0.929,4,-3.106,1,0.138,0.00389,0.341,0.115,0.445,126.062,194742,5
0.731,0.696,8,-6.28,1,0.141,0.63,5.61e-06,0.103,0.482,156.056,109207,1
0.567,0.641,0,-9.654,0,0.289,0.0515,0.0,0.0838,0.536,152.045,221414,4
0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,0
0.881,0.874,6,-4.505,1,0.139,0.0175,1.19e-06,0.154,0.858,107.891,227933,0
0.751,0.674,0,-7.367,1,0.072,0.0184,0.0,0.11,0.577,107.889,189444,3
0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,285653,2
0.568,0.846,10,-5.227,1,0.068,0.466,0.000406,0.0901,0.398,80.019,203631,0
0.772,0.917,9,-4.651,1,0.0583,0.342,0.0,0.175,0.7,102.004,239213,3
0.687,0.852,11,-5.538,1,0.0351,0.104,0.00866,0.0596,0.766,129.981,225040,0
0.659,0.562,0,-9.2,1,0.0623,0.0116,0.866,0.111,0.374,128.004,256016,5
0.543,0.759,0,-8.792,1,0.028,0.0578,2.26e-06,0.977,0.697,116.005,216413,2
0.465,0.837,6,-3.744,1,0.033,0.0749,0.0,0.0904,0.456,145.9,209623,2
0.545,0.33,1,-11.719,0,0.164,0.64,7e-06,0.22,0.399,103.553,248467,4
0.771,0.881,4,-4.335,0,0.0909,0.0666,0.00127,0.306,0.536,94.015,210813,3
0.911,0.562,2,-6.222,1,0.168,0.42,3.74e-06,0.343,0.649,138.98,283573,1
0.562,0.472,7,-8.188,0,0.121,0.037,0.000108,0.385,0.273,149.96,216560,5
0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000,2
0.742,0.794,11,-3.367,0,0.0428,0.00439,4.11e-05,0.0683,0.5,126.032,252857,5
0.434,0.833,6,-9.018,1,0.048,0.0865,0.0486,0.117,0.786,189.645,343933,4
0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,204533,3
0.541,0.812,5,-6.716,0,0.0813,0.0599,0.0,0.456,0.471,109.591,192520,2
0.731,0.882,11,-5.152,0,0.0897,0.0259,0.0,0.052,0.479,125.955,184225,0
0.435,0.564,7,-14.884,1,0.0504,0.0566,0.000789,0.272,0.546,141.695,497640,2
0.752,0.855,8,-3.149,1,0.147,0.461,0.0,0.351,0.971,84.924,186361,3
0.803,0.743,1,-3.602,0,0.0681,0.105,2.12e-06,0.099,0.674,108.005,203180,0
0.484,0.724,9,-4.633,0,0.0522,0.0736,0.0,0.0631,0.433,128.038,221280,5
0.746,0.817,0,-5.226,1,0.0612,0.00389,0.00236,0.158,0.343,123.022,181463,5
0.69,0.608,9,-8.006,0,0.0311,0.00529,0.00473,0.193,0.33,102.984,152000,3
0.744,0.725,11,-6.055,1,0.0303,0.018,9.29e-06,0.212,0.904,118.034,167859,0
0.555,0.785,4,-10.994,0,0.0352,0.0316,0.162,0.347,0.673,127.491,216800,2
0.727,0.939,8,-11.855,1,0.0369,0.135,4.35e-05,0.151,0.916,113.33,212827,0
0.641,0.732,2,-5.324,1,0.051,0.0992,0.0,0.285,0.352,82.027,236013,5
0.695,0.684,10,-6.538,0,0.0491,0.133,0.00736,0.12,0.513,83.744,311840,1
0.796,0.497,4,-6.802,0,0.0464,0.183,0.000726,0.378,0.348,125.972,133662,1
0.665,0.634,1,-5.484,1,0.029,0.0149,0.0,0.104,0.151,125.055,271849,5
0.679,0.818,9,-5.67,0,0.0315,0.244,0.0,0.158,0.392,95.013,243027,3
0.654,0.672,0,-5.98,0,0.311,0.471,0.0,0.0781,0.343,181.857,249520,3
0.664,0.834,10,-3.761,0,0.0846,0.0326,0.0,0.273,0.47,86.025,197103,1
0.53,0.888,9,-2.068,1,0.12,0.0231,0.0304,0.377,0.154,139.993,177293,1
0.868,0.609,6,-6.081,0,0.0796,0.0312,0.0129,0.254,0.92,133.99,224588,5
0.466,0.895,9,-3.396,1,0.0507,0.0251,0.00212,0.127,0.545,175.924,259813,0
0.503,0.681,2,-5.383,1,0.368,0.194,0.0,0.34,0.237,86.697,212707,1
0.721,0.82,10,-4.568,1,0.344,0.41,0.0,0.111,0.751,169.951,217836,3
0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,324467,0
0.646,0.826,11,-5.635,1,0.0303,0.373,0.749,0.0688,0.853,150.077,205450,0
0.757,0.673,1,-8.513,1,0.141,0.095,0.0,0.338,0.574,92.958,185806,5
0.669,0.725,10,-5.352,1,0.0392,0.0287,6.89e-06,0.158,0.285,128.019,283926,5
0.55,0.796,7,-7.007,1,0.0306,0.151,0.0,0.222,0.622,105.354,161040,2
0.797,0.926,2,-5.561,1,0.0803,0.0344,0.0589,0.113,0.76,104.592,211560,4
0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,5
0.732,0.504,4,-5.288,0,0.0603,0.265,0.0,0.111,0.267,138.078,172787,3
0.469,0.528,10,-10.359,1,0.0412,0.137,0.0,0.0884,0.637,95.991,364573,3
0.699,0.696,11,-13.045,1,0.0458,0.0098,0.000345,0.0427,0.673,135.027,253293,2
0.557,0.782,4,-3.899,1,0.0475,0.0953,6.75e-06,0.118,0.305,159.621,205533,0
0.562,0.929,4,-2.899,0,0.0336,0.00107,0.488,0.601,0.279,127.937,194226,5
0.35,0.985,10,-5.676,0,0.122,0.00876,0.551,0.36,0.323,151.007,343640,2
0.712,0.562,10,-6.008,1,0.129,0.125,0.0,0.136,0.142,140.0,236480,1
0.767,0.633,1,-6.331,1,0.0501,0.00438,0.0,0.0424,0.448,120.031,231360,0
0.599,0.396,10,-10.489,0,0.0392,0.738,2.19e-05,0.102,0.134,111.072,246327,4
0.298,0.799,2,-6.962,0,0.0464,0.000168,9.42e-05,0.496,0.561,143.072,252453,2
0.721,0.863,2,-4.226,1,0.0558,0.0174,0.0,0.178,0.35,139.981,250307,1
0.664,0.351,0,-12.136,1,0.118,0.226,2.38e-06,0.106,0.816,113.204,254147,4
0.568,0.936,6,-2.961,0,0.053,0.00497,0.0138,0.12,0.605,91.009,221987,0
0.241,0.984,1,-6.965,1,0.105,0.0666,0.0161,0.0636,0.317,170.398,231600,2
0.618,0.711,1,-5.091,1,0.229,0.346,0.0,0.116,0.383,84.984,107300,4
0.457,0.549,1,-5.354,0,0.03,0.157,0.0546,0.398,0.444,76.011,162181,4
0.594,0.709,6,-9.541,0,0.0377,0.0315,0.0562,0.0738,0.587,90.001,240293,0
0.646,0.534,1,-7.644,1,0.418,0.0578,0.0,0.12,0.427,99.987,213657,1
0.79,0.607,6,-8.434,1,0.0586,0.0198,0.876,0.0856,0.0841,123.995,350323,5
0.683,0.529,7,-8.888,1,0.0326,0.591,3.37e-05,0.089,0.791,130.409,227373,2
0.473,0.896,10,-9.685,1,0.0449,0.0125,0.0,0.793,0.783,95.689,70027,2
0.625,0.729,11,-4.775,0,0.13,0.00154,0.313,0.0896,0.192,130.059,283125,5
0.6,0.666,11,-9.827,1,0.0394,0.102,0.0,0.118,0.566,99.989,193176,4
0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,239000,0
0.803,0.613,1,-9.568,1,0.191,0.0491,0.0,0.109,0.164,122.024,163356,5
0.612,0.845,11,-5.565,0,0.0352,0.00224,0.00168,0.582,0.769,139.514,249107,0
0.476,0.388,4,-8.778,1,0.0354,0.68,0.0,0.0889,0.523,139.291,227093,3
0.618,0.688,5,-5.867,0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,291880,4
0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926,291893,0
0.707,0.771,1,-7.559,1,0.0368,0.157,0.0,0.113,0.698,107.829,275067,4
0.593,0.726,2,-7.215,1,0.0289,0.432,0.0261,0.349,0.727,146.146,241787,4
0.582,0.748,4,-5.93,1,0.0521,0.432,0.0,0.0707,0.433,115.13,171456,2
0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,0
0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,208133,0
0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,3
0.862,0.682,4,-6.963,0,0.103,0.283,5.39e-06,0.0658,0.903,120.108,163750,3
0.816,0.799,9,-5.401,0,0.0531,0.00385,0.119,0.267,0.783,127.971,378480,5
0.653,0.664,1,-10.412,1,0.105,0.393,0.551,0.114,0.555,120.1,231747,5
0.753,0.471,0,-10.48,1,0.0317,0.0805,0.0299,0.131,0.778,96.038,346133,4
0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,210091,4
0.556,0.837,0,-7.121,1,0.0447,0.0764,0.0,0.105,0.618,100.005,220200,0
0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,3
0.21,0.346,4,-12.069,0,0.0299,0.252,0.336,0.247,0.22,79.026,265627,2
0.712,0.46,0,-9.6,1,0.201,0.66,6.42e-06,0.101,0.123,79.98,250837,0
0.713,0.824,0,-5.585,1,0.0836,0.0909,0.0411,0.318,0.398,113.014,250548,0
0.813,0.92,4,-2.643,0,0.055,0.279,6.93e-06,0.329,0.767,115.994,229680,3
0.673,0.61,1,-4.73,0,0.0356,0.00662,0.0,0.0572,0.343,122.063,209200,0
0.757,0.867,0,-2.529,0,0.0362,0.0841,0.0992,0.125,0.499,125.962,175238,5
0.842,0.681,4,-8.149,0,0.0544,0.0115,2.65e-06,0.113,0.238,96.017,232587,3
0.474,0.411,8,-7.56,1,0.0383,0.66,0.0,0.569,0.475,90.636,221267,4
0.597,0.858,10,-5.59,0,0.0742,0.000579,0.0215,0.0274,0.383,128.009,285000,5
0.509,0.843,1,-3.318,0,0.0488,0.000671,0.000803,0.348,0.332,140.055,238400,2
0.609,0.57,7,-14.773,1,0.0912,0.223,0.0,0.366,0.84,172.095,276267,4
0.653,0.635,9,-8.944,0,0.0284,0.287,1.69e-05,0.0372,0.643,98.142,230413,2
0.317,0.0455,2,-16.092,1,0.0344,0.88,0.0,0.172,0.571,107.711,67573,2
0.664,0.794,7,-6.145,0,0.0409,0.209,8.61e-06,0.0778,0.439,97.092,269067,2
0.746,0.875,4,-4.178,0,0.0605,0.0244,0.0,0.611,0.272,126.015,150002,5
0.48,0.66,5,-7.049,0,0.0931,0.266,0.00565,0.131,0.122,106.644,186818,5
0.826,0.409,11,-10.69,0,0.113,0.766,0.625,0.101,0.469,135.987,130588,1
0.656,0.931,1,-5.827,1,0.0976,0.046,0.0,0.0543,0.909,144.747,168733,2
0.497,0.616,7,-8.325,1,0.0392,0.179,0.000151,0.552,0.622,113.237,240987,2
0.723,0.695,9,-5.201,0,0.0586,0.0105,0.00355,0.0459,0.604,127.989,373627,5
0.637,0.717,10,-8.537,0,0.046,0.0061,0.677,0.0612,0.85,127.988,158438,5
0.574,0.593,4,-5.731,0,0.0463,0.411,1.55e-06,0.0966,0.355,128.073,194686,5
0.731,0.659,6,-6.835,0,0.0268,0.0595,3.56e-06,0.462,0.709,110.034,182439,3
0.824,0.538,6,-7.972,1,0.269,0.26,3.45e-05,0.13,0.352,110.879,208671,0
0.615,0.905,0,-4.539,1,0.0593,0.00158,0.0,0.104,0.611,119.982,212246,2
0.764,0.507,5,-8.199,0,0.153,0.153,0.0,0.0879,0.809,77.256,320027,4
0.751,0.581,9,-7.03,1,0.037,0.048,0.000846,0.889,0.285,94.028,196711,5
0.798,0.847,11,-4.613,0,0.139,0.0206,0.00515,0.0395,0.727,122.011,164397,5
0.652,0.977,9,-5.705,1,0.036,0.114,0.936,0.358,0.654,123.987,238030,5
0.81,0.942,0,-2.796,1,0.104,0.0132,1.15e-06,0.0867,0.293,125.986,217857,5
0.574,0.489,4,-6.962,1,0.0298,0.578,0.0,0.121,0.572,155.942,267599,4
0.506,0.764,0,-12.239,1,0.046,0.144,0.00025,0.247,0.868,156.336,174187,2
0.677,0.897,5,-5.242,1,0.0461,0.281,0.0,0.068,0.815,90.982,273400,4
0.611,0.777,4,-6.318,1,0.0281,0.00311,0.063,0.0834,0.544,150.024,211280,0
0.721,0.783,1,-5.174,1,0.0595,0.0133,2.58e-06,0.155,0.291,122.997,185765,5
0.586,0.84,8,-6.674,0,0.0314,0.201,0.00056,0.0661,0.782,102.031,166478,5
0.446,0.713,8,-4.825,1,0.268,0.41,0.0,0.212,0.369,143.229,230120,2
0.507,0.957,2,-4.324,1,0.179,0.00751,0.117,0.138,0.139,128.003,175957,5
0.716,0.557,1,-6.827,1,0.129,0.308,2.36e-06,0.156,0.435,97.529,208945,3
0.555,0.378,9,-8.293,0,0.0384,0.491,0.0,0.0884,0.228,128.31,199787,4
0.541,0.711,9,-13.492,1,0.0383,0.0635,0.0201,0.719,0.588,136.58,291893,2
0.515,0.812,7,-5.06,0,0.361,0.411,0.0,0.101,0.779,169.981,218044,3
0.588,0.853,2,-5.069,1,0.0505,0.000778,0.0,0.219,0.598,125.007,217347,0
0.774,0.579,0,-8.741,0,0.0382,0.669,0.00549,0.0923,0.906,100.958,205200,3
0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,65.997,212107,0
0.545,0.833,7,-4.6,1,0.153,0.0047,1.42e-05,0.0745,0.741,149.937,203285,0
0.74,0.835,10,-3.425,0,0.0839,0.0139,0.0,0.857,0.535,123.024,251293,0
0.653,0.525,1,-10.022,1,0.149,0.402,0.000191,0.471,0.339,96.043,278067,4
0.442,0.471,6,-5.157,1,0.0261,0.259,0.0,0.115,0.313,143.836,253098,3
0.26,0.825,7,-3.555,1,0.0427,0.0767,0.0145,0.328,0.279,148.557,308560,2
0.757,0.867,0,-2.529,0,0.0362,0.0841,0.0992,0.125,0.499,125.962,175238,5
0.76,0.781,9,-7.879,1,0.0444,0.0121,0.000413,0.224,0.882,104.775,253227,2
0.549,0.916,4,-4.185,0,0.034,0.0049,0.123,0.104,0.632,127.131,219400,2
0.694,0.719,6,-12.734,0,0.048,0.47,0.00121,0.44,0.972,126.212,220733,0
0.576,0.807,6,-3.908,0,0.317,0.353,0.000363,0.0512,0.908,90.012,224427,1
0.51,0.785,7,-3.096,0,0.0495,0.0284,0.0,0.167,0.155,129.068,213853,5
0.62,0.731,7,-5.881,0,0.03,0.00409,0.751,0.11,0.107,123.994,184000,5
0.853,0.406,4,-11.658,1,0.0483,0.587,0.855,0.09,0.0825,122.009,305547,5
0.654,0.733,9,-4.127,1,0.0705,0.59,3.48e-06,0.0751,0.45,140.005,281653,3
0.788,0.849,2,-6.663,1,0.184,0.0046,0.0,0.341,0.531,97.596,306120,1
0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373,0
0.533,0.824,5,-4.2,1,0.101,0.232,5.19e-06,0.269,0.389,155.07,217010,0
0.656,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.145,0.86,105.009,237987,0
0.377,0.866,2,-4.294,0,0.0397,0.000701,2.87e-05,0.129,0.586,145.913,204800,0
0.564,0.904,9,-6.221,1,0.0366,0.0077,4.64e-06,0.112,0.295,114.985,397093,0
0.846,0.853,8,-6.44,1,0.0379,0.0179,0.0486,0.0392,0.662,128.534,218651,3
0.69,0.528,0,-8.675,1,0.0288,0.0349,0.0,0.0547,0.74,88.032,225867,4
0.556,0.312,0,-10.521,0,0.107,0.559,0.000171,0.659,0.378,135.814,221448,4
0.646,0.906,1,-5.217,1,0.0417,0.0176,0.0649,0.0889,0.747,99.983,210053,0
0.832,0.391,8,-8.504,1,0.0629,0.0564,0.0,0.224,0.436,104.961,238800,4
0.591,0.955,7,-3.217,1,0.107,0.0119,0.0135,0.0852,0.536,98.927,180754,5
0.784,0.785,0,-5.497,1,0.0478,0.131,0.0,0.153,0.354,149.935,147208,1
0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,230613,0
0.788,0.807,10,-7.092,0,0.118,0.0501,0.454,0.334,0.62,102.396,292973,4
0.771,0.95,8,-2.74,1,0.036,0.0195,0.375,0.064,0.213,128.036,160508,5
0.672,0.388,6,-15.317,0,0.0656,0.859,0.914,0.144,0.619,69.017,104348,1
0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,193200,0
0.451,0.888,1,-4.05,0,0.347,0.0832,0.0,0.138,0.565,148.805,156867,5
0.84,0.651,9,-5.253,0,0.0652,0.0804,0.0,0.079,0.882,84.014,171494,4
0.708,0.372,1,-12.721,1,0.114,0.903,0.974,0.115,0.517,71.789,54656,1
0.546,0.0526,1,-26.207,1,0.0476,0.632,0.0341,0.111,0.82,74.017,80707,1
0.475,0.869,5,-3.725,0,0.0491,0.00148,0.0,0.269,0.189,127.965,198750,5
0.213,0.693,5,-4.868,1,0.0492,0.615,0.000108,0.192,0.134,165.571,240000,0
0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,258411,2
0.608,0.888,6,-3.192,0,0.0351,0.0028,3.46e-06,0.153,0.251,127.938,193594,5
0.807,0.69,2,-5.491,1,0.0404,0.251,1.07e-06,0.0954,0.144,129.994,177231,1
0.61,0.665,8,-6.6,1,0.0985,0.0652,1.78e-06,0.0832,0.667,182.001,170604,3
0.759,0.912,1,-3.196,1,0.14,0.00184,0.0149,0.0227,0.581,145.026,151619,1
0.752,0.655,7,-7.215,1,0.0514,0.196,0.0,0.127,0.799,110.04,194180,3
0.891,0.744,1,-8.563,1,0.402,0.0326,0.0,0.151,0.483,91.068,244440,1
0.565,0.957,3,-4.167,0,0.0723,0.00923,0.69,0.293,0.175,127.953,225000,5
0.543,0.307,2,-18.253,1,0.0414,0.334,0.0,0.044,0.649,168.169,258613,2
0.714,0.634,2,-7.03,0,0.0517,0.289,0.0,0.0785,0.356,95.093,157533,0
0.673,0.907,1,-3.716,0,0.074,0.123,0.0,0.423,0.768,109.04,215880,3
0.748,0.916,6,-2.634,1,0.0583,0.102,0.0,0.0653,0.518,122.036,194754,0
0.698,0.631,9,-9.244,1,0.396,0.254,0.0,0.241,0.578,83.084,201290,1
0.605,0.848,7,-4.476,0,0.1,0.25,5.9e-05,0.122,0.38,128.026,200625,5
0.374,0.903,10,-4.49,1,0.0825,0.00075,5.85e-06,0.244,0.429,109.118,263080,2
0.545,0.451,3,-9.166,0,0.194,0.302,0.0,0.382,0.502,115.21,244840,4
0.619,0.631,9,-7.014,0,0.028,0.0211,5.67e-06,0.206,0.443,121.0,193293,0
0.8,0.86,0,-3.796,0,0.0446,0.306,0.000219,0.24,0.853,108.009,173453,5
0.561,0.868,2,-4.146,1,0.0464,0.00585,0.0275,0.105,0.795,133.362,243053,0
0.315,0.946,10,-4.151,0,0.0646,0.000147,0.506,0.334,0.402,119.207,305800,2
0.809,0.93,1,-1.915,1,0.137,0.271,0.000239,0.0512,0.639,125.948,189875,0
0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,429760,2
0.596,0.973,6,-4.307,1,0.0851,0.00136,0.561,0.421,0.646,126.002,188239,5
