danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre
0.722,0.78,3,-3.553,0,0.102,0.292,0.0,0.0541,0.812,109.423,160242,4
0.673,0.692,1,-7.099,1,0.349,0.0298,0.0,0.105,0.276,129.813,280173,4
0.63,0.739,2,-4.266,1,0.0335,0.146,3.22e-05,0.116,0.761,128.028,165938,3
0.705,0.695,6,-4.616,1,0.0327,0.0697,0.0,0.234,0.678,106.031,172127,5
0.53,0.983,0,-2.489,1,0.0399,0.000894,0.845,0.327,0.0613,127.991,180024,5
0.847,0.552,10,-8.85,0,0.433,0.53,0.000235,0.15,0.337,91.874,166164,0
0.73,0.412,2,-15.13,1,0.0844,0.578,0.475,0.119,0.232,114.989,141913,5
0.257,0.803,7,-3.886,1,0.0411,0.137,0.0156,0.297,0.294,150.818,308667,2
0.564,0.608,9,-9.804,1,0.0394,0.307,0.0,0.0407,0.283,80.027,199467,1
0.512,0.872,2,-8.089,0,0.0556,1.52e-05,0.00793,0.246,0.531,114.925,241493,2
0.717,0.716,3,-5.485,0,0.0432,0.0421,0.000467,0.0699,0.206,125.064,161280,5
0.688,0.718,4,-4.029,1,0.102,0.00187,6.53e-05,0.172,0.61,80.021,166698,4
0.317,0.0455,2,-16.092,1,0.0344,0.88,0.0,0.172,0.571,107.711,67573,2
0.587,0.75,7,-4.022,1,0.0342,0.0352,1.86e-06,0.168,0.234,128.016,187492,5
0.677,0.911,0,-3.593,1,0.0799,0.0034,0.847,0.314,0.265,128.04,165000,5
0.474,0.789,10,-2.901,0,0.434,0.0598,0.000157,0.273,0.602,166.001,230787,1
0.836,0.588,7,-7.454,1,0.16,0.237,0.000913,0.0618,0.636,92.985,225412,0
0.574,0.889,2,-2.803,0,0.0404,0.117,6.7e-05,0.333,0.223,127.914,200156,5
0.745,0.632,11,-4.699,0,0.3,0.427,0.0,0.111,0.808,101.977,189858,0
0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,3
0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97,198913,4
0.762,0.966,5,-3.857,0,0.261,0.00167,0.939,0.0863,0.269,127.011,140000,5
0.862,0.503,7,-7.703,1,0.0494,0.00453,1.87e-05,0.0761,0.863,119.998,263053,0
0.459,0.88,1,-6.932,1,0.0589,0.000425,3.05e-05,0.108,0.414,154.043,204935,0
0.713,0.85,6,-4.744,1,0.0582,0.14,1.02e-05,0.174,0.672,121.981,143670,0
0.384,0.516,9,-12.032,0,0.0345,0.202,0.18,0.114,0.371,118.129,224133,2
0.695,0.665,6,-6.982,1,0.0287,0.0427,0.0,0.0861,0.741,77.985,291200,4
0.569,0.645,5,-7.368,1,0.0387,0.118,0.00114,0.146,0.247,74.985,227080,0
0.215,0.911,9,-4.715,1,0.0394,6.07e-05,3.47e-06,0.183,0.47,183.535,315453,2
0.701,0.778,2,-5.076,1,0.201,0.125,0.0,0.0828,0.609,99.956,199720,3
0.733,0.821,7,-6.021,1,0.0991,0.000643,0.373,0.0617,0.63,128.013,374125,5
0.721,0.691,5,-4.671,1,0.0536,0.0159,1.87e-06,0.286,0.343,118.018,203000,5
0.672,0.978,9,-3.246,1,0.106,0.138,0.000482,0.212,0.567,126.022,187976,5
0.625,0.917,9,-6.893,0,0.0396,0.0136,0.00338,0.324,0.9,137.968,221840,0
0.34,0.984,1,-2.533,1,0.0938,0.000249,0.0,0.331,0.613,187.766,87000,2
0.545,0.844,5,-3.466,1,0.229,0.147,0.000494,0.261,0.342,142.071,202817,5
0.618,0.743,6,-2.576,0,0.141,0.657,5.95e-06,0.143,0.589,180.021,273198,3
0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543,4
0.505,0.34,4,-9.005,1,0.0438,0.576,0.0,0.21,0.0916,101.993,206459,5
0.403,0.742,11,-5.889,0,0.338,0.0498,0.0,0.418,0.717,90.336,274480,1
0.391,0.794,8,-8.861,1,0.0427,0.026,0.864,0.0852,0.0662,122.982,316098,5
0.671,0.752,1,-4.049,0,0.0615,0.0281,0.0,0.101,0.635,130.02,210827,0
0.702,0.836,5,-6.7,0,0.132,0.0108,5.06e-06,0.162,0.558,125.027,218880,5
0.653,0.411,7,-8.913,0,0.12,0.427,0.0,0.108,0.127,142.527,220632,0
0.784,0.704,7,-8.068,1,0.377,0.344,0.0,0.372,0.534,90.749,178467,3
0.669,0.436,6,-12.091,1,0.0296,0.509,0.893,0.104,0.392,90.005,176000,1
0.382,0.483,0,-7.257,1,0.0289,0.587,0.0,0.985,0.346,107.343,181827,2
0.657,0.976,6,-3.842,0,0.0437,0.171,0.0315,0.318,0.794,125.983,145728,5
0.503,0.332,0,-11.548,1,0.0264,0.558,0.000815,0.387,0.379,131.715,362973,4
0.552,0.741,11,-5.419,0,0.0542,0.284,8.2e-05,0.334,0.718,69.709,277046,4
0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205746,4
0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,203520,5
0.611,0.883,9,-11.225,1,0.0539,0.0846,1.2e-06,0.192,0.604,117.928,246800,2
0.725,0.524,11,-11.121,1,0.116,0.0748,0.764,0.0819,0.961,185.134,203267,2
0.681,0.534,3,-7.319,1,0.0325,0.364,0.0,0.0735,0.343,120.101,273533,4
0.515,0.437,6,-10.21,1,0.0252,0.048,0.0,0.105,0.183,163.453,264000,2
0.534,0.642,9,-3.971,1,0.0504,0.259,0.0,0.29,0.131,92.963,249813,0
0.496,0.812,0,-3.471,1,0.0337,0.0376,0.0,0.153,0.222,140.012,226308,0
0.453,0.668,2,-5.204,1,0.0345,0.0634,2.15e-05,0.343,0.372,143.92,246930,0
0.739,0.578,0,-8.561,0,0.23,0.813,0.0,0.11,0.5,143.953,174560,1
0.593,0.867,9,-5.761,0,0.21,0.0592,0.0,0.107,0.544,159.966,198000,1
0.425,0.752,7,-9.339,0,0.0474,0.163,0.000626,0.561,0.354,136.482,179573,2
0.458,0.969,1,-4.253,1,0.0928,6.81e-06,0.511,0.296,0.503,131.027,304580,2
0.75,0.76,1,-4.836,1,0.198,0.187,0.0,0.0548,0.893,183.817,195213,3
0.465,0.841,11,-5.767,0,0.0634,0.00486,0.0,0.109,0.689,168.743,157533,2
0.496,0.728,9,-5.319,1,0.0323,0.00193,0.872,0.111,0.19,150.105,200467,1
0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,129040,3
0.894,0.622,8,-7.426,1,0.375,0.155,0.0,0.388,0.812,90.103,321293,4
0.511,0.932,0,-4.536,0,0.0775,0.000233,0.0782,0.635,0.267,129.998,216400,2
0.604,0.745,9,-4.103,1,0.0385,0.0161,0.0,0.0542,0.205,104.941,220573,0
0.754,0.916,7,-4.391,1,0.0359,0.00769,0.69,0.0809,0.541,127.991,341101,5
0.525,0.497,8,-7.913,1,0.0285,0.108,0.0,0.095,0.394,101.868,249880,3
0.392,0.828,10,-3.745,0,0.0502,0.0436,4.6e-06,0.0756,0.207,128.091,241875,5
0.78,0.493,3,-9.891,0,0.0945,0.645,4.52e-05,0.074,0.611,81.908,190533,4
0.756,0.589,0,-5.093,1,0.232,0.0812,0.0,0.176,0.811,146.928,205593,0
0.702,0.718,10,-14.05,0,0.059,0.000582,0.0476,0.193,0.95,128.07,172199,3
0.589,0.737,7,-6.08,0,0.18,0.425,0.0,0.208,0.615,146.05,189041,1
0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,227773,1
0.608,0.91,6,-3.958,0,0.0558,0.00197,0.194,0.435,0.314,124.985,189120,5
0.573,0.683,5,-6.644,1,0.176,0.461,0.0,0.0935,0.817,169.519,142787,2
0.625,0.633,2,-7.211,1,0.0336,0.00885,3.66e-06,0.118,0.613,162.063,242426,0
0.608,0.391,10,-17.042,1,0.0284,0.554,1.72e-05,0.0891,0.751,143.665,317000,2
0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,354320,2
0.612,0.792,7,-7.382,0,0.0278,0.021,0.951,0.0987,0.546,115.111,214063,4
0.63,0.751,11,-5.247,0,0.0453,0.000394,0.84,0.353,0.386,124.935,145920,5
0.584,0.908,2,-4.46,1,0.0568,0.00648,0.0,0.373,0.546,141.988,221268,2
0.68,0.381,5,-16.646,0,0.0291,0.112,0.0,0.0316,0.701,82.186,304027,4
0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,248173,2
0.617,0.389,9,-16.031,0,0.0422,0.947,0.881,0.113,0.519,136.796,215693,0
0.492,0.698,5,-2.801,0,0.184,0.292,0.0,0.0989,0.749,94.59,222213,4
0.479,0.886,7,-2.012,1,0.0387,0.000551,7.3e-06,0.341,0.475,159.966,232067,2
0.553,0.861,10,-6.526,1,0.039,0.00592,0.00144,0.107,0.375,127.966,244067,5
0.694,0.487,0,-4.838,0,0.175,0.111,0.0,0.113,0.205,139.986,164587,1
0.608,0.952,8,-4.296,0,0.0506,0.058,1.51e-05,0.508,0.564,122.132,185558,5
0.756,0.851,2,-3.33,1,0.0674,0.0336,0.0,0.126,0.934,75.014,200693,3
0.62,0.228,5,-12.336,1,0.0315,0.833,0.0,0.106,0.146,109.591,131500,4
0.816,0.786,2,-4.9,1,0.236,0.11,0.00413,0.0989,0.435,123.001,209743,5
0.76,0.19,5,-21.736,0,0.393,0.963,0.738,0.112,0.666,113.012,131681,1
0.576,0.864,0,-4.287,0,0.0527,0.0832,0.0,0.241,0.425,126.021,206814,0
0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,5
0.408,0.956,7,-5.546,1,0.368,0.479,0.0,0.344,0.544,87.797,107383,1
0.572,0.934,6,-5.053,0,0.0446,0.00292,0.0198,0.105,0.204,125.948,215238,0
0.625,0.428,9,-7.813,0,0.0294,0.38,7.87e-06,0.27,0.584,133.166,275293,2
0.596,0.954,11,-3.034,0,0.0515,0.115,5.42e-06,0.106,0.548,106.501,223380,2
0.724,0.723,4,-3.476,0,0.0896,0.128,0.0,0.252,0.642,114.972,187842,5
0.717,0.238,10,-13.799,0,0.426,0.356,2.36e-06,0.0999,0.525,84.992,230767,1
0.815,0.669,6,-7.966,0,0.0355,0.0242,0.0152,0.311,0.317,121.984,199656,3
0.705,0.585,2,-6.848,1,0.0366,0.296,0.00019,0.097,0.348,102.019,162880,5
0.78,0.895,0,-4.633,1,0.0678,0.0329,7.36e-05,0.316,0.733,89.464,289040,4
0.51,0.666,4,-7.474,0,0.0638,0.0248,0.058,0.0758,0.106,103.584,180696,4
0.83,0.803,1,-6.77,0,0.0887,0.000391,6.32e-06,0.0935,0.565,128.975,146286,4
0.856,0.904,8,-4.804,1,0.139,0.0253,3.16e-05,0.0537,0.855,99.247,246533,1
0.701,0.766,10,-4.829,0,0.161,0.00989,0.000611,0.346,0.308,106.99,201006,0
0.623,0.924,7,-3.162,1,0.0862,0.000457,0.00013,0.0414,0.775,128.947,211900,5
0.767,0.63,6,-8.005,1,0.0486,0.129,0.0,0.0992,0.808,134.001,150448,4
0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,4
0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,210840,0
0.587,0.177,1,-12.522,1,0.0647,0.574,5.54e-05,0.097,0.125,75.039,183022,4
0.867,0.639,7,-5.778,0,0.0888,0.375,0.0111,0.225,0.736,99.977,213907,0
0.749,0.942,5,-3.141,1,0.184,0.0186,0.00411,0.319,0.294,128.054,182840,5
0.703,0.803,5,-4.647,1,0.0251,0.346,0.000912,0.437,0.695,107.41,230027,0
0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4
0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,186987,4
0.607,0.369,9,-7.616,1,0.0346,0.831,0.0,0.419,0.406,91.684,210147,2
0.723,0.589,8,-13.785,1,0.0729,0.233,0.93,0.111,0.108,124.987,388353,5
0.755,0.869,8,-4.286,0,0.305,0.117,3.53e-05,0.119,0.538,127.984,376895,5
0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,270373,0
0.253,0.931,11,-3.093,1,0.0616,0.000595,0.00217,0.0978,0.332,194.911,208077,2
0.611,0.556,1,-7.31,1,0.056,0.399,0.000228,0.122,0.23,125.979,241173,0
0.422,0.887,11,-6.095,0,0.0652,0.0366,0.154,0.135,0.409,133.64,375453,2
0.609,0.681,5,-5.73,1,0.0699,0.0537,0.0,0.29,0.624,84.972,233667,4
0.865,0.65,1,-4.617,0,0.207,0.324,0.0,0.133,0.715,88.663,305707,4
0.63,0.942,6,-4.185,0,0.0364,0.000324,0.723,0.938,0.41,127.977,294375,5
0.6,0.757,1,-7.666,1,0.135,0.0335,0.000165,0.296,0.443,73.061,223665,1
0.775,0.744,7,-5.912,1,0.0916,0.0567,0.0,0.392,0.581,92.98,196360,3
0.79,0.607,6,-8.434,1,0.0586,0.0198,0.876,0.0856,0.0841,123.995,350323,5
0.587,0.566,0,-7.017,0,0.0528,0.0843,0.0,0.145,0.155,113.025,242519,4
0.394,0.944,2,-8.082,1,0.181,0.0906,0.0,0.473,0.616,207.687,234133,0
0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,0
0.165,0.29,5,-9.881,1,0.0316,0.701,0.00113,0.286,0.241,174.61,179893,4
0.407,0.863,0,-7.968,1,0.0704,0.000643,0.591,0.128,0.519,113.98,204360,2
0.675,0.828,0,-5.799,1,0.0454,0.0242,0.0102,0.364,0.669,122.229,187733,0
0.39,0.654,11,-9.865,0,0.0411,4.26e-05,0.633,0.102,0.592,175.829,176803,2
0.651,0.801,0,-7.34,1,0.0513,0.123,0.0,0.0825,0.776,133.763,200480,2
0.785,0.368,3,-8.926,0,0.0975,0.097,0.0,0.155,0.563,115.042,234005,4
0.552,0.984,6,-1.79,1,0.0439,0.00081,0.669,0.507,0.321,127.958,334324,5
0.585,0.938,7,-4.887,0,0.286,0.00926,0.000615,0.194,0.164,128.069,212347,5
0.903,0.636,10,-4.313,0,0.205,0.635,0.0,0.0866,0.308,137.993,154000,1
0.829,0.649,8,-6.764,1,0.317,0.15,0.0,0.0904,0.569,90.936,333154,0
0.667,0.766,7,-5.513,0,0.0905,0.282,0.0,0.127,0.724,74.776,208074,1
0.736,0.666,1,-4.929,1,0.0337,0.0593,3.82e-05,0.107,0.224,89.824,226760,4
0.704,0.445,5,-11.696,0,0.0659,0.326,0.0,0.113,0.557,88.111,284707,4
0.478,0.509,8,-9.967,1,0.0347,0.304,0.00318,0.0753,0.0875,89.851,253792,0
0.776,0.736,7,-4.612,1,0.247,0.0802,0.0,0.159,0.233,147.946,186945,4
0.626,0.642,4,-9.838,0,0.0264,0.00961,0.081,0.156,0.817,133.947,333267,2
0.916,0.571,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,183695,1
0.565,0.916,7,-4.715,0,0.052,0.00439,0.488,0.617,0.0795,127.844,202413,5
0.78,0.574,1,-5.628,0,0.141,0.104,0.0,0.129,0.273,81.502,222360,1
0.143,0.311,10,-14.221,1,0.031,0.812,0.36,0.606,0.0892,173.317,260493,0
0.545,0.901,0,-2.683,1,0.0801,0.00945,2.84e-06,0.27,0.302,125.069,225867,5
0.794,0.777,5,-2.457,0,0.18,0.433,0.0,0.579,0.811,90.032,266774,3
0.543,0.564,7,-4.996,0,0.345,0.0545,0.0,0.193,0.345,109.297,293533,1
0.707,0.5,9,-15.198,0,0.0387,0.136,0.0,0.237,0.77,117.997,320360,4
0.789,0.513,8,-9.193,1,0.109,0.072,0.00175,0.181,0.547,92.981,209387,4
0.521,0.9,3,-6.358,1,0.0623,0.0187,0.0,0.164,0.416,140.044,294961,1
0.685,0.939,1,-3.981,1,0.0408,0.0367,0.0,0.288,0.778,92.023,180429,3
0.702,0.297,3,-9.76,0,0.0445,0.724,3.06e-06,0.124,0.123,141.193,323920,4
0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174,279440,2
0.615,0.57,7,-11.204,1,0.0455,0.00221,0.347,0.0779,0.542,121.503,465267,3
0.569,0.963,2,-3.801,1,0.0431,0.0117,0.124,0.462,0.0902,127.9,170625,5
0.699,0.633,9,-6.733,0,0.139,0.397,0.0,0.0864,0.534,159.955,217521,1
0.673,0.805,2,-8.797,1,0.0369,0.397,0.0,0.131,0.82,96.004,169307,2
0.757,0.781,3,-5.23,0,0.127,0.0355,0.0,0.0555,0.69,99.929,194550,3
0.719,0.261,10,-13.271,0,0.121,0.746,8.5e-05,0.104,0.453,104.862,235040,2
0.187,0.421,0,-14.728,1,0.0392,0.28,0.685,0.576,0.073,63.248,141853,2
0.671,0.322,0,-13.548,1,0.0427,0.409,0.153,0.0886,0.41,93.901,296040,4
0.821,0.678,4,-9.839,0,0.201,0.00697,0.8,0.0356,0.607,118.203,341719,5
0.801,0.591,7,-10.872,0,0.0425,9.26e-05,0.00699,0.125,0.644,119.989,260281,5
0.396,0.623,7,-14.327,1,0.0633,0.0273,0.0,0.313,0.34,81.326,213200,2
0.712,0.605,9,-6.45,1,0.142,0.132,0.0,0.131,0.511,94.953,214490,4
0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,3
0.927,0.832,10,-7.665,0,0.0604,0.0139,2.6e-06,0.0394,0.958,115.384,307773,4
0.741,0.519,8,-4.683,0,0.0351,0.426,0.0,0.318,0.418,134.294,279667,4
0.319,0.712,8,-9.742,1,0.0535,0.242,0.000414,0.294,0.773,78.114,266720,2
0.756,0.488,0,-7.439,1,0.0941,0.109,0.0,0.0983,0.877,91.995,207680,4
0.664,0.855,0,-4.462,1,0.0983,0.216,0.0,0.0868,0.716,125.025,202560,5
0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,326467,1
0.868,0.444,7,-7.122,0,0.301,0.059,0.0,0.0727,0.395,159.973,153347,1
0.768,0.0797,10,-13.645,1,0.0563,0.929,0.0,0.125,0.607,113.261,163707,4
0.679,0.583,11,-7.524,0,0.0274,0.0936,0.611,0.127,0.478,119.993,301933,2
0.536,0.782,7,-4.139,0,0.0485,0.039,3.64e-05,0.0691,0.405,154.93,204778,1
0.796,0.724,11,-6.516,1,0.154,0.0906,0.0,0.0985,0.316,96.009,214720,3
0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,221840,2
0.746,0.997,2,-1.631,1,0.169,0.000572,0.159,0.17,0.27,127.991,228765,5
0.679,0.843,7,-7.378,1,0.0396,0.0123,0.917,0.328,0.827,125.03,171614,5
0.669,0.707,0,-13.66,0,0.0478,0.347,0.000716,0.0997,0.806,124.335,275507,2
0.609,0.883,11,-6.761,1,0.0532,0.0823,8.36e-06,0.196,0.865,167.871,190280,0
0.682,0.851,1,-7.117,0,0.0363,0.0146,0.000834,0.0289,0.348,126.0,192381,0
0.625,0.719,4,-5.541,1,0.0612,0.048,0.0,0.0668,0.326,101.091,202072,0
0.718,0.82,5,-3.453,0,0.0323,0.0444,0.0,0.0846,0.613,92.998,219467,3
0.702,0.687,0,-4.902,1,0.365,0.236,0.0,0.114,0.294,94.74,164680,1
0.649,0.679,2,-12.515,1,0.0316,0.464,0.00121,0.339,0.971,126.867,220573,2
0.586,0.808,9,-5.061,0,0.0447,0.203,0.0,0.13,0.455,95.979,274987,4
0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,268427,0
0.834,0.58,1,-6.16,1,0.0356,0.00753,0.00297,0.201,0.432,126.017,194286,5
0.638,0.407,2,-11.577,1,0.0293,0.0852,9.1e-06,0.0841,0.34,100.003,212640,4
0.47,0.915,11,-5.698,1,0.0612,0.323,0.0,0.064,0.634,160.3,273013,2
0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459,5
0.481,0.799,10,-11.194,0,0.0683,0.00404,0.888,0.44,0.415,128.015,203906,5
0.648,0.971,1,-4.052,0,0.0419,0.016,0.000874,0.153,0.97,131.973,289151,0
0.32,0.295,2,-11.263,1,0.052,0.691,0.0,0.129,0.171,177.4,255205,0
0.686,0.765,2,-5.998,1,0.0513,0.18,1.25e-05,0.246,0.582,120.26,236640,2
0.483,0.76,2,-9.758,0,0.0563,0.224,0.625,0.0929,0.154,148.075,278200,0
0.576,0.193,6,-18.66,0,0.865,0.659,0.473,0.154,0.858,86.01,190457,1
0.728,0.811,7,-4.278,1,0.0564,0.0453,2.07e-06,0.362,0.705,114.995,228707,0
0.301,0.568,2,-6.786,0,0.0356,0.157,6.13e-05,0.109,0.128,80.354,292240,2
0.482,0.769,6,-4.473,1,0.0549,0.0343,0.00498,0.0953,0.427,149.69,267200,5
0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,219080,4
0.656,0.71,10,-6.843,1,0.0286,0.00266,3.25e-06,0.0521,0.53,128.0,227067,5
0.634,0.724,5,-5.842,0,0.0546,0.00499,0.000193,0.0732,0.309,148.024,263716,3
0.649,0.977,7,-0.449,1,0.208,0.00492,5.22e-05,0.0563,0.131,130.038,164481,5
0.756,0.866,9,-5.097,0,0.0338,0.0323,0.00122,0.221,0.532,130.016,274973,3
0.699,0.7,11,-5.314,0,0.0299,0.195,3.79e-06,0.0697,0.724,130.824,274160,4
0.622,0.789,5,-9.408,0,0.114,0.129,0.00227,0.123,0.362,127.997,182000,5
0.669,0.684,7,-4.595,1,0.0585,0.252,0.0,0.72,0.466,96.097,192537,0
0.944,0.613,10,-5.999,0,0.291,0.00818,0.0,0.0893,0.328,120.102,170156,1
0.706,0.322,5,-14.108,1,0.0467,0.528,2.37e-06,0.576,0.305,135.154,221133,2
0.887,0.594,1,-7.7,1,0.294,0.204,1.54e-06,0.0858,0.663,139.97,179627,1
0.504,0.729,0,-4.91,1,0.0404,0.0947,8.85e-06,0.114,0.563,77.472,290653,2
0.531,0.948,9,-5.438,1,0.0568,0.006,0.0117,0.694,0.498,136.891,298093,2
0.721,0.941,0,-3.649,0,0.0541,0.552,0.0,0.157,0.789,103.024,277524,4
0.794,0.723,3,-4.479,1,0.071,0.182,0.0,0.0853,0.272,114.988,159947,3
0.712,0.573,11,-5.803,0,0.15,0.291,0.0,0.403,0.771,92.974,180787,3
0.796,0.587,10,-5.365,0,0.0813,0.0132,0.0,0.096,0.215,93.014,187227,1
0.655,0.894,9,-6.186,1,0.0354,0.0838,3.96e-06,0.0505,0.877,121.968,287333,2
0.655,0.739,9,-7.778,1,0.0575,0.317,0.000266,0.0987,0.503,155.129,381107,2
0.583,0.855,2,-4.712,1,0.0508,0.0208,0.168,0.458,0.0939,128.042,217510,5
0.6,0.666,11,-9.827,1,0.0394,0.102,0.0,0.118,0.566,99.989,193176,0
0.497,0.833,3,-6.741,1,0.126,0.0251,0.0,0.144,0.355,128.01,189751,5
0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,0
0.578,0.819,9,-7.636,0,0.312,0.24,0.0,0.774,0.755,173.84,273427,1
0.552,0.431,1,-13.926,1,0.0352,0.384,0.352,0.237,0.643,84.312,336707,4
0.401,0.888,0,-3.793,1,0.0401,0.000367,0.0,0.12,0.365,146.781,224880,2
0.875,0.6,1,-6.818,1,0.0435,0.0189,0.0143,0.132,0.0906,119.987,162638,1
0.925,0.548,7,-6.572,1,0.0658,0.394,0.000128,0.11,0.0922,100.015,183160,1
0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,214653,2
0.564,0.904,9,-6.221,1,0.0366,0.0077,4.64e-06,0.112,0.295,114.985,397093,0
0.885,0.936,1,-5.879,1,0.0894,0.148,0.0,0.0703,0.763,110.011,162373,1
0.602,0.841,7,-2.567,1,0.0426,0.0275,0.0,0.175,0.325,99.957,242687,3
0.686,0.722,2,-5.4,1,0.256,0.108,0.0,0.494,0.515,94.006,205707,3
0.655,0.715,7,-5.504,1,0.183,0.145,0.0,0.357,0.609,100.055,185045,0
0.755,0.625,2,-7.114,1,0.0896,0.49,0.0,0.157,0.374,147.02,174861,4
0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,235284,3
0.267,0.787,2,-7.766,1,0.0428,0.00692,0.505,0.18,0.268,130.039,316160,0
0.559,0.825,0,-10.725,0,0.0401,0.0771,0.0,0.363,0.805,122.821,223733,2
0.542,0.902,8,-4.512,1,0.279,0.0598,0.0,0.07,0.661,95.326,165172,1
0.801,0.901,0,-5.544,1,0.102,0.101,0.000212,0.107,0.597,131.998,187392,3
0.663,0.846,4,-6.495,0,0.102,0.0251,0.153,0.429,0.315,110.038,283471,5
0.793,0.596,7,-7.426,1,0.392,0.0303,1.17e-05,0.623,0.708,82.113,269693,1
0.833,0.666,6,-5.546,0,0.043,0.0533,3.83e-05,0.121,0.568,114.962,190347,3
0.601,0.638,1,-6.348,1,0.0409,0.00986,0.0,0.07,0.328,127.959,195000,5
0.745,0.741,2,-7.212,1,0.184,0.209,0.0,0.51,0.48,94.002,185487,4
0.506,0.726,5,-5.964,0,0.0366,0.00308,8.05e-05,0.266,0.266,128.044,204418,5
0.401,0.877,10,-3.303,1,0.0694,0.065,0.0463,0.321,0.343,148.009,214071,0
0.643,0.775,10,-4.622,0,0.184,0.126,0.0,0.142,0.503,193.747,160825,3
0.705,0.806,0,-4.83,1,0.0814,0.229,0.0,0.0676,0.763,117.945,268693,2
0.828,0.352,7,-6.665,0,0.0602,0.338,0.0,0.0981,0.349,115.938,233813,1
0.559,0.578,8,-9.54,1,0.151,0.79,0.000522,0.324,0.239,79.938,320720,4
0.722,0.423,0,-5.711,0,0.0566,0.0161,2.11e-06,0.0603,0.353,136.039,240133,4
0.496,0.789,1,-3.648,1,0.0839,0.183,0.0,0.34,0.286,127.961,210469,5
0.474,0.439,5,-10.329,1,0.0282,0.79,0.463,0.133,0.327,94.2,176960,1
0.651,0.617,8,-6.077,1,0.0309,0.179,0.0,0.113,0.591,121.977,167912,0
0.686,0.856,0,-3.359,1,0.0956,0.188,0.0,0.0724,0.694,117.951,267760,2
0.695,0.898,1,-4.703,0,0.0754,0.0337,0.011,0.366,0.721,128.011,140156,5
0.664,0.774,6,-6.27,0,0.309,0.38,6.2e-06,0.0439,0.684,96.794,192002,4
0.406,0.57,7,-12.374,1,0.0633,0.692,0.00219,0.396,0.642,142.792,263027,2
0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,4
0.722,0.955,7,-5.303,1,0.0775,0.00169,0.692,0.348,0.369,127.988,155625,5
0.825,0.845,10,-6.345,0,0.088,0.00423,0.719,0.182,0.764,123.034,378538,5
0.659,0.243,1,-10.575,1,0.0286,0.566,0.336,0.0753,0.159,130.018,224482,4
0.577,0.556,7,-10.327,0,0.393,0.581,0.0,0.111,0.359,143.791,188246,1
0.641,0.78,9,-6.675,1,0.0351,0.0671,0.00181,0.0562,0.746,94.228,210480,2
0.453,0.801,0,-3.546,1,0.106,0.131,0.0,0.861,0.664,149.745,184761,5
0.673,0.687,6,-5.295,0,0.0623,0.269,0.0,0.181,0.524,96.964,211040,0
0.494,0.81,3,-4.37,1,0.0533,0.0564,0.0,0.104,0.426,104.913,173440,5
0.563,0.979,9,-3.104,1,0.104,0.00911,0.0,0.249,0.503,126.063,207617,0
0.447,0.684,9,-4.721,0,0.09,0.175,0.0,0.478,0.437,125.655,175312,0
0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,231173,0
